ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3957,7.0,white,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6
3958,7.3,white,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4
3959,7.5,white,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6
3960,7.6,white,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,3.1,0.46,9.8,5
3961,10.9,red,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6
3962,7.9,white,0.16,0.3,7.4,0.05,58.0,152.0,0.99612,3.12,0.37,9.5,6
3963,6.3,white,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4,6
3964,6.2,white,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,7
3965,6.3,white,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7
3966,9.1,red,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,6
3967,6.0,white,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6
3968,5.8,white,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,6
3969,7.0,white,0.24,0.24,9.0,0.03,42.0,219.0,0.99636,3.47,0.46,10.2,6
3970,6.6,white,0.31,0.49,7.7,0.05,52.0,220.0,0.9964,3.12,0.45,8.8,5
3971,6.0,white,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7
3972,6.0,white,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6
3973,6.6,white,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6
3974,6.5,white,0.16,0.33,1.0,0.027,23.0,75.0,0.9908,3.3,0.39,11.4,7
3975,7.2,white,0.44,0.28,3.4,0.048,22.0,112.0,0.99188,3.21,0.37,11.3,7
3976,6.4,white,0.28,0.45,8.6,0.057,47.0,223.0,0.99654,3.16,0.51,9.1,5
3977,8.5,white,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,4
3978,8.5,red,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6
3979,8.4,red,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5
3980,6.6,white,0.32,0.33,2.5,0.052,40.0,219.5,0.99316,3.15,0.6,10.0,5
3981,9.4,red,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55,9.4,5
3982,7.4,red,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5
3983,7.0,white,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,6
3984,9.1,white,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,5
3985,5.9,white,0.26,0.27,18.2,0.048,52.0,168.0,0.9993,3.35,0.44,9.4,5
3986,6.6,white,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8
3987,7.4,white,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6
3988,8.1,white,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,5
3989,6.5,white,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5
3990,8.0,white,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,5
3991,7.1,white,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,6
3992,7.6,white,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5
3993,8.5,white,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,6
3994,6.7,white,0.16,0.34,1.6,0.026,27.0,109.0,0.9934,3.34,0.58,10.1,6
3995,9.1,red,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7
3996,11.6,red,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7
3997,7.0,red,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5
3998,6.9,white,0.2,0.37,6.2,0.027,24.0,97.0,0.992,3.38,0.49,12.2,7
3999,7.9,white,0.2,0.49,1.6,0.053,15.0,144.0,0.993,3.16,0.47,10.5,5
4000,7.2,red,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6
4001,6.4,white,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,5
4002,6.4,white,0.35,0.35,5.6,0.034,9.0,148.0,0.99441,3.17,0.5,9.8,4
4003,6.4,white,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,5
4004,6.6,white,0.28,0.34,0.8,0.037,42.0,119.0,0.9888,3.03,0.37,12.5,6
4005,10.1,red,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6
4006,7.8,white,0.2,0.32,5.0,0.016,31.0,101.0,0.99186,2.99,0.39,11.0,6
4007,6.1,white,0.26,0.51,2.2,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,6
4008,6.7,white,0.13,0.32,3.7,0.017,32.0,99.0,0.99348,3.12,0.44,10.0,6
4009,6.7,white,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,7
4010,9.8,red,0.88,0.25,2.5,0.104,35.0,155.0,1.001,3.41,0.67,11.2,5
4011,7.8,white,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6
4012,8.8,red,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5
4013,7.1,white,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5
4014,6.6,red,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5
4015,7.3,red,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7
4016,6.4,white,0.28,0.17,8.3,0.042,61.0,195.0,0.99577,3.22,0.46,9.4,5
4017,6.6,white,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5
4018,6.4,white,0.22,0.31,13.9,0.04,57.0,135.0,0.99672,3.21,0.38,10.7,5
4019,7.3,white,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
4020,6.8,white,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,6
4021,7.7,red,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5
4022,7.0,white,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,3.37,0.54,10.3,5
4023,10.2,red,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6
4024,6.5,white,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,6
4025,5.5,white,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6
4026,6.6,white,0.28,0.3,12.9,0.033,31.0,177.0,0.99479,3.12,0.39,11.2,6
4027,6.5,white,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6
4028,6.0,white,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6
4029,6.9,white,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6
4030,6.8,white,0.26,0.24,1.9,0.043,70.0,154.0,0.99273,3.18,0.52,10.5,5
4031,7.1,red,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5
4032,9.2,red,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,6
4033,7.0,red,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5
4034,7.7,white,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,6
4035,8.4,red,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6
4036,5.6,white,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,7
4037,7.5,red,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5
4038,8.2,red,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6
4039,8.8,red,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5
4040,6.0,white,0.3,0.44,1.5,0.046,15.0,182.0,0.99455,3.5,0.52,10.4,5
4041,7.4,white,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6
4042,7.0,white,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6
4043,8.6,white,0.36,0.26,11.1,0.03,43.5,171.0,0.9948,3.03,0.49,12.0,5
4044,6.9,white,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,3
4045,6.4,white,0.24,0.32,14.9,0.047,54.0,162.0,0.9968,3.28,0.5,10.2,6
4046,6.2,white,0.2,0.32,2.8,0.05,17.0,126.0,0.9936,3.18,0.55,9.4,6
4047,8.1,white,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5
4048,7.8,red,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7
4049,9.4,white,0.42,0.32,6.5,0.027,20.0,167.0,0.99479,3.08,0.43,10.6,5
4050,12.4,red,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6
4051,8.6,red,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8
4052,12.0,red,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6
4053,6.4,red,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,5
4054,9.8,red,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6
4055,6.2,white,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,5
4056,6.6,white,0.19,0.25,1.2,0.052,34.0,181.0,0.99352,3.3,0.42,9.4,7
4057,7.6,white,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6
4058,7.2,red,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5
4059,8.0,white,0.23,0.37,9.6,0.054,23.0,159.0,0.99795,3.32,0.47,9.8,4
4060,7.8,white,0.27,0.58,11.2,0.036,44.0,161.0,0.9977,3.06,0.41,8.9,6
4061,6.9,white,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77,9.6,6
4062,11.2,red,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6
4063,6.9,red,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5
4064,6.8,white,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,5
4065,6.9,white,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.65,10.4,6
4066,7.1,white,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
4067,8.3,red,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7
4068,8.1,white,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,6
4069,6.6,red,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7
4070,8.2,white,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,3.07,0.38,10.4,6
4071,6.0,white,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,3.4,0.4,12.3,8
4072,8.5,white,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,4
4073,6.3,white,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6
4074,6.8,white,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58,10.8,5
4075,7.0,white,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8
4076,7.6,white,0.2,0.68,12.9,0.042,56.0,160.0,0.99841,3.05,0.41,8.7,5
4077,7.4,white,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6
4078,10.0,red,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6
4079,7.6,white,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6
4080,15.9,red,0.36,0.65,7.5,0.096,22.0,71.0,0.9976,2.98,0.84,14.9,5
4081,7.0,white,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6
4082,6.4,white,0.35,0.28,1.1,0.055,9.0,160.0,0.99405,3.42,0.5,9.1,7
4083,6.4,white,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5
4084,7.9,red,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8
4085,6.9,white,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5
4086,8.5,red,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5
4087,8.0,white,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7
4088,7.3,white,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,6
4089,7.4,red,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6
4090,6.7,white,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,6
4091,5.8,white,0.15,0.32,1.2,0.037,14.0,119.0,0.99137,3.19,0.5,10.2,6
4092,7.0,white,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,7
4093,7.9,red,0.6,0.06,1.6,0.069,15.0,59.0,0.9964,3.3,0.46,9.4,5
4094,7.0,white,0.35,0.17,1.1,0.049,7.0,119.0,0.99297,3.13,0.36,9.7,6
4095,11.5,red,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7
4096,5.6,white,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8
4097,7.4,white,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6
4098,6.6,white,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6
4099,7.2,white,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5
4100,5.0,white,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,6
4101,7.3,white,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,5
4102,6.6,white,0.2,0.32,1.1,0.039,25.0,78.0,0.9926,3.39,0.54,10.2,7
4103,6.6,white,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,7
4104,7.4,white,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6
4105,6.3,white,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5
4106,5.5,white,0.32,0.13,1.3,0.037,45.0,156.0,0.99184,3.26,0.38,10.7,5
4107,7.1,white,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5
4108,8.3,white,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6
4109,8.2,red,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7
4110,7.0,white,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8
4111,6.9,white,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6
4112,7.6,white,0.27,0.34,5.0,0.04,18.0,56.0,0.99084,3.06,0.48,12.4,6
4113,6.7,red,0.7,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5
4114,6.4,white,0.25,0.37,4.5,0.039,41.0,147.0,0.9921,3.18,0.4,11.1,7
4115,6.3,red,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6
4116,8.5,red,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6
4117,7.8,red,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6
4118,8.3,white,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5
4119,7.9,white,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6
4120,7.0,white,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,7
4121,6.3,white,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6
4122,6.7,white,0.26,0.39,6.4,0.171,64.0,200.0,0.99562,3.19,0.38,9.4,6
4123,9.8,white,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,4
4124,7.3,red,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3
4125,7.0,white,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5
4126,6.8,white,0.3,0.33,12.8,0.041,60.0,168.0,0.99659,3.1,0.56,9.8,5
4127,7.7,white,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5
4128,5.6,white,0.19,0.46,1.1,0.032,33.0,115.0,0.9909,3.36,0.5,10.4,6
4129,8.6,red,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98,9.8,5
4130,6.5,white,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7
4131,7.1,white,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5
4132,7.6,red,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6
4133,7.4,white,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5
4134,6.3,white,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8
4135,7.9,red,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5
4136,6.9,white,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,7
4137,7.6,white,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6
4138,5.6,white,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95,11.6,8
4139,11.8,red,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,6
4140,7.1,white,0.55,0.13,1.7,0.073,21.0,165.0,0.994,2.97,0.58,9.2,6
4141,7.0,white,0.2,0.3,6.1,0.037,31.0,120.0,0.9939,3.24,0.51,10.8,5
4142,8.2,red,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6
4143,8.4,red,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,5
4144,6.5,white,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7
4145,7.4,white,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6
4146,9.8,red,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5
4147,7.2,white,0.24,0.27,11.4,0.034,40.0,174.0,0.99773,3.2,0.44,9.0,5
4148,7.2,white,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5
4149,6.1,white,0.23,0.45,10.6,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,5
4150,8.2,white,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6
4151,7.0,white,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,7
4152,5.4,white,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,3.76,0.63,11.0,7
4153,8.9,red,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6
4154,6.4,white,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,8
4155,7.3,white,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,6
4156,6.4,white,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51,10.4,7
4157,6.5,white,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5
4158,6.2,red,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6
4159,7.3,red,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6
4160,7.5,white,0.305,0.38,1.4,0.047,30.0,95.0,0.99158,3.22,0.52,11.5,7
4161,6.5,white,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5
4162,6.8,white,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5
4163,8.4,red,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5
4164,7.0,red,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6
4165,7.2,white,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,5
4166,6.4,white,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5
4167,6.5,white,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7
4168,8.5,white,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,6
4169,6.5,white,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6
4170,9.9,white,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.77,0.44,9.4,6
4171,8.6,red,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5
4172,8.9,red,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,5
4173,7.1,white,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5
4174,7.0,red,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6
4175,6.2,white,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,5
4176,6.6,white,0.435,0.38,9.2,0.058,66.0,243.0,0.99833,3.23,0.54,9.1,6
4177,8.3,white,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6
4178,7.0,white,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5
4179,6.2,white,0.36,0.26,13.2,0.051,54.0,201.0,0.9976,3.25,0.46,9.0,5
4180,7.0,white,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6
4181,7.2,red,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5
4182,6.1,red,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,5
4183,7.3,white,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,6
4184,6.6,red,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,6
4185,6.5,white,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,5
4186,6.9,white,0.19,0.35,6.9,0.045,51.0,125.0,0.9933,3.1,0.44,10.7,7
4187,7.4,red,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6
4188,7.0,white,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5
4189,10.9,red,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6
4190,9.0,red,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7
4191,6.0,white,0.41,0.23,1.1,0.066,22.0,148.0,0.99266,3.3,0.47,9.63333333333333,5
4192,9.9,red,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,5
4193,7.5,white,0.42,0.45,9.1,0.029,20.0,125.0,0.996,3.12,0.36,10.1,6
4194,6.7,white,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
4195,6.5,white,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4,5
4196,6.0,white,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64,13.3,7
4197,6.2,white,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46,9.2,5
4198,6.7,red,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,6
4199,8.8,red,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,5
4200,8.0,white,0.26,0.28,8.2,0.038,72.0,202.0,0.99566,3.12,0.56,10.0,6
4201,9.2,red,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5
4202,7.0,white,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,8
4203,8.6,red,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5
4204,6.5,white,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5
4205,6.8,white,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,6
4206,7.8,white,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5
4207,7.1,white,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5
4208,6.1,white,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0,7
4209,9.0,red,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,5
4210,6.8,white,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6
4211,7.0,white,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6
4212,7.0,white,0.21,0.28,8.6,0.045,37.0,221.0,0.9954,3.25,0.54,10.4,6
4213,7.0,white,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,7
4214,7.9,white,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,5
4215,7.1,white,0.23,0.39,13.7,0.058,26.0,172.0,0.99755,2.9,0.46,9.0,6
4216,7.0,white,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5
4217,7.0,white,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6
4218,7.8,white,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,5
4219,7.7,white,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,3.07,0.57,10.6,6
4220,6.5,white,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6
4221,6.8,white,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,7
4222,6.1,white,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5
4223,6.3,white,0.21,0.31,1.2,0.043,30.0,117.0,0.99158,3.49,0.68,11.0,6
